NU_ANO_CENSO,NO_UF,NO_MUNICIPIO,NO_CURSO,QT_VG_TOTAL,QT_INSCRITO_TOTAL,QT_ING,QT_ING_FEM,QT_ING_MASC,QT_ING_0_17,QT_ING_18_24,QT_ING_25_29,QT_ING_30_34,QT_ING_35_39,QT_ING_40_49,QT_ING_50_59,QT_ING_60_MAIS,QT_ING_BRANCA,QT_ING_PRETA,QT_ING_PARDA,QT_ING_AMARELA,QT_ING_INDIGENA,QT_ING_CORND,QT_MAT,QT_MAT_FEM,QT_MAT_MASC,QT_MAT_0_17,QT_MAT_18_24,QT_MAT_25_29,QT_MAT_30_34,QT_MAT_35_39,QT_MAT_40_49,QT_MAT_50_59,QT_MAT_60_MAIS,QT_MAT_BRANCA,QT_MAT_PRETA,QT_MAT_PARDA,QT_MAT_AMARELA,QT_MAT_INDIGENA,QT_MAT_CORND,QT_CONC,QT_CONC_FEM,QT_CONC_MASC,QT_CONC_0_17,QT_CONC_18_24,QT_CONC_25_29,QT_CONC_30_34,QT_CONC_35_39,QT_CONC_40_49,QT_CONC_50_59,QT_CONC_60_MAIS,QT_CONC_BRANCA,QT_CONC_PRETA,QT_CONC_PARDA,QT_CONC_AMARELA,QT_CONC_INDIGENA,QT_CONC_CORND
2019,São Paulo,São Paulo,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,350,559,213,23,190,0,160,29,13,6,5,0,0,96,23,81,4,2,7,280,31,249,0,209,41,18,9,3,0,0,138,29,106,1,3,3,51,5,46,0,39,7,4,1,0,0,0,25,4,22,0,0,0
2019,São Paulo,São Paulo,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,216,1064,216,36,180,1,106,53,32,10,12,1,1,113,16,53,13,0,21,495,94,401,1,233,130,70,26,29,4,2,274,45,103,29,0,44,64,12,52,0,32,15,7,3,6,1,0,33,8,10,7,0,6
2019,São Paulo,Mogi das Cruzes,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,221,1520,221,38,183,1,137,38,23,14,8,0,0,130,11,59,21,0,0,543,91,452,1,335,106,49,27,20,5,0,309,34,149,51,0,0,55,10,45,0,35,14,4,2,0,0,0,35,2,12,6,0,0
2019,São Paulo,São Paulo,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,159,1291,226,24,202,0,146,45,17,12,6,0,0,51,5,22,1,0,147,232,29,203,0,163,41,13,10,3,1,1,32,3,17,0,0,180,48,8,40,0,28,13,3,2,1,1,0,6,1,5,0,0,36
2019,São Paulo,São Bernardo do Campo,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,309,1333,235,84,151,0,186,26,13,4,6,0,0,114,33,46,16,22,4,153,19,134,0,102,29,13,6,3,0,0,87,13,46,2,1,4,16,1,15,0,8,5,3,0,0,0,0,6,2,7,0,0,1
2019,São Paulo,Osasco,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,239,902,239,34,205,1,147,42,23,14,10,2,0,107,16,92,6,8,10,224,33,191,0,138,47,22,10,6,1,0,106,22,86,3,1,6,30,5,25,0,16,8,3,3,0,0,0,11,4,12,0,0,3
2019,São Paulo,São Paulo,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,256,669,246,26,220,0,179,33,22,9,3,0,0,30,5,16,1,1,193,326,39,287,0,234,51,27,11,3,0,0,32,6,16,1,1,270,66,14,52,0,48,9,5,4,0,0,0,5,0,1,0,0,60
2019,São Paulo,São Paulo,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,260,958,279,42,237,0,196,50,21,9,3,0,0,30,10,25,3,1,210,394,56,338,0,281,66,30,12,5,0,0,32,9,23,1,1,328,84,15,69,0,53,15,8,5,3,0,0,5,1,2,0,0,76
2019,São Paulo,São Paulo,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,343,1116,283,36,247,0,191,60,19,7,6,0,0,124,22,132,1,0,4,558,69,489,0,372,109,49,16,12,0,0,260,49,239,2,1,7,129,17,112,0,76,25,20,4,4,0,0,70,15,42,1,1,0
2019,São Paulo,Santana de Parnaíba,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,250,1065,299,51,248,0,218,44,26,9,2,0,0,39,3,24,1,2,230,355,57,298,0,259,61,26,7,1,1,0,33,4,18,2,1,297,57,9,48,0,36,17,4,0,0,0,0,6,1,2,0,0,48
2019,São Paulo,São Paulo,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,320,320,320,57,263,36,163,52,30,21,11,7,0,164,17,69,23,2,45,976,160,816,35,530,193,104,59,36,17,2,502,43,199,88,4,140,133,27,106,0,75,27,17,5,6,3,0,63,3,25,25,0,17
2019,São Paulo,São Paulo,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,334,334,334,60,274,0,210,69,31,20,3,1,0,171,36,78,6,3,40,696,108,588,0,397,174,75,35,12,3,0,360,78,185,18,5,50,227,30,197,0,113,70,26,12,4,2,0,123,19,70,10,0,5
2019,São Paulo,São Paulo,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,455,1009,341,42,299,0,235,51,34,11,9,1,0,183,45,101,3,0,9,459,48,411,0,317,83,38,16,4,1,0,258,54,131,6,2,8,102,11,91,0,64,21,9,7,1,0,0,61,10,27,2,2,0
2019,São Paulo,São Paulo,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,368,655,356,53,303,0,245,69,27,10,5,0,0,115,11,60,4,1,165,494,63,431,0,334,116,26,11,6,1,0,176,25,90,10,1,192,73,8,65,0,46,22,2,2,1,0,0,31,3,14,2,0,23
2019,São Paulo,São Paulo,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,453,1762,453,85,368,1,311,76,43,14,8,0,0,249,47,152,1,1,3,737,113,624,1,528,124,56,17,11,0,0,409,76,238,3,2,9,129,19,110,0,92,17,13,4,3,0,0,75,11,40,1,1,1
2019,São Paulo,São Paulo,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,691,1375,564,109,455,1,335,119,66,25,14,3,1,265,52,170,12,4,61,573,105,468,1,373,114,45,24,14,1,1,300,58,173,14,4,24,65,14,51,0,36,15,8,6,0,0,0,31,7,19,5,0,3
TOTAIS,,,,29931,75485,18075,,,60,12195,3037,1496,730,437,99,21,,,,,,,32084,,,,,,,,,,,,,,,,,5153,,,,,,,,,,,,,,,,
,,,,candidato/vaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2.521967191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
