NU_ANO_CENSO,NO_UF,NO_MUNICIPIO,NO_CURSO,QT_VG_TOTAL,QT_INSCRITO_TOTAL,QT_ING,QT_ING_FEM,QT_ING_MASC,QT_ING_0_17,QT_ING_18_24,QT_ING_25_29,QT_ING_30_34,QT_ING_35_39,QT_ING_40_49,QT_ING_50_59,QT_ING_60_MAIS,QT_ING_BRANCA,QT_ING_PRETA,QT_ING_PARDA,QT_ING_AMARELA,QT_ING_INDIGENA,QT_ING_CORND,QT_MAT,QT_MAT_FEM,QT_MAT_MASC,QT_MAT_0_17,QT_MAT_18_24,QT_MAT_25_29,QT_MAT_30_34,QT_MAT_35_39,QT_MAT_40_49,QT_MAT_50_59,QT_MAT_60_MAIS,QT_MAT_BRANCA,QT_MAT_PRETA,QT_MAT_PARDA,QT_MAT_AMARELA,QT_MAT_INDIGENA,QT_MAT_CORND,QT_CONC,QT_CONC_FEM,QT_CONC_MASC,QT_CONC_0_17,QT_CONC_18_24,QT_CONC_25_29,QT_CONC_30_34,QT_CONC_35_39,QT_CONC_40_49,QT_CONC_50_59,QT_CONC_60_MAIS,QT_CONC_BRANCA,QT_CONC_PRETA,QT_CONC_PARDA,QT_CONC_AMARELA,QT_CONC_INDIGENA,QT_CONC_CORND
2019,São Paulo,Atibaia,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,80,105,62,5,57,0,54,3,5,0,0,0,0,30,1,9,0,0,22,135,10,125,0,99,20,14,2,0,0,0,76,5,28,1,0,25,36,4,32,0,25,6,4,1,0,0,0,15,1,10,1,0,9
2019,São Paulo,Campinas,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,920,297,64,10,54,0,45,10,6,3,0,0,0,11,1,7,0,0,45,126,20,106,0,86,23,11,5,1,0,0,20,1,11,0,0,94,27,2,25,0,16,8,1,1,1,0,0,6,0,2,0,0,19
2019,São Paulo,Campinas,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,90,64,64,14,50,0,47,10,3,4,0,0,0,31,9,16,0,0,8,61,16,45,0,44,12,2,3,0,0,0,28,7,17,0,0,9,9,4,5,0,7,2,0,0,0,0,0,3,2,2,0,0,2
2019,São Paulo,Assis,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,107,92,65,6,59,0,52,9,2,0,1,0,1,8,0,4,0,0,53,101,13,88,0,69,19,7,3,2,0,1,7,0,3,0,0,91,12,2,10,0,6,3,1,2,0,0,0,1,0,0,0,0,11
2019,São Paulo,São Paulo,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,190,192,69,7,62,0,47,14,5,2,1,0,0,27,8,27,3,0,4,119,14,105,0,79,26,9,3,1,1,0,66,9,37,4,1,2,34,4,30,0,22,10,1,0,0,1,0,22,1,9,1,0,1
2019,São Paulo,São Caetano do Sul,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,126,130,71,14,57,0,56,9,5,1,0,0,0,13,0,2,2,1,53,132,19,113,0,92,23,14,2,1,0,0,23,0,3,2,1,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,São Paulo,Itatiba,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,244,140,72,15,57,0,56,9,5,0,2,0,0,47,4,19,2,0,0,103,13,90,0,77,16,6,2,2,0,0,67,7,26,1,0,2,13,0,13,0,8,3,1,1,0,0,0,10,1,2,0,0,0
2019,São Paulo,São Paulo,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,125,114,74,15,59,0,38,12,8,11,4,1,0,14,0,19,0,1,40,126,23,103,0,57,32,15,12,10,0,0,32,10,32,0,0,52,16,0,16,0,6,4,2,2,2,0,0,8,1,3,0,0,4
2019,São Paulo,São Paulo,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,120,260,75,20,55,0,52,15,6,1,1,0,0,64,2,7,2,0,0,100,20,80,0,75,18,6,1,0,0,0,81,3,14,2,0,0,35,5,30,0,25,7,3,0,0,0,0,26,1,6,2,0,0
2019,São Paulo,Jales,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,85,151,80,24,56,0,66,6,2,3,2,1,0,45,5,20,5,0,5,120,34,86,0,91,12,4,6,6,1,0,79,9,23,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,São Paulo,São José do Rio Preto,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,85,273,80,8,72,0,61,5,6,5,2,1,0,59,3,12,2,0,4,212,25,187,0,166,22,10,6,5,3,0,152,10,42,2,0,6,42,8,34,0,36,5,0,1,0,0,0,30,2,10,0,0,0
2019,São Paulo,Guaratinguetá,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,81,157,81,8,73,0,70,3,5,3,0,0,0,58,2,16,5,0,0,204,24,180,0,175,17,7,4,1,0,0,134,12,33,24,0,1,27,3,24,0,23,3,1,0,0,0,0,19,3,1,3,0,1
2019,São Paulo,Lins,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,90,217,81,6,75,0,55,10,14,1,1,0,0,46,4,22,4,0,5,194,18,176,0,126,32,24,8,2,1,1,119,12,53,4,0,6,21,4,17,0,12,3,4,2,0,0,0,15,2,3,0,0,1
2019,São Paulo,Ferraz de Vasconcelos,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,89,362,82,15,67,0,53,14,4,10,1,0,0,28,10,41,0,0,3,103,17,86,0,66,18,6,12,1,0,0,36,13,52,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,São Paulo,Guarulhos,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,84,1708,82,18,64,0,69,6,6,0,1,0,0,49,5,23,2,0,3,281,56,225,0,193,50,23,10,4,1,0,178,13,59,4,3,24,32,6,26,0,23,5,1,3,0,0,0,21,1,5,0,0,5
2019,São Paulo,São Paulo,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,494,246,82,17,65,0,41,22,7,9,2,1,0,21,8,28,0,1,24,103,17,86,0,55,27,11,7,3,0,0,26,10,35,0,1,31,13,0,13,0,6,3,3,0,1,0,0,3,1,3,0,0,6
2019,São Paulo,Araçatuba,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,80,157,84,19,65,0,53,13,4,6,4,3,1,35,3,17,3,0,26,172,26,146,0,115,26,12,2,12,4,1,89,4,32,6,0,41,15,3,12,0,14,0,0,0,1,0,0,9,0,5,0,0,1
2019,São Paulo,Ribeirão Preto,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,237,314,84,9,75,0,56,19,4,4,1,0,0,15,1,4,0,0,64,118,10,108,0,75,29,6,6,1,1,0,20,1,4,0,0,93,24,2,22,0,13,8,1,1,1,0,0,3,0,0,0,0,21
2019,São Paulo,Santos,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,88,385,84,7,77,0,63,10,3,4,4,0,0,57,5,20,2,0,0,145,13,132,0,106,25,7,4,3,0,0,99,7,36,3,0,0,35,4,31,0,24,6,3,2,0,0,0,24,1,10,0,0,0
2019,São Paulo,Bragança Paulista,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,86,86,86,10,76,0,66,6,6,3,4,1,0,41,7,12,2,0,24,119,21,98,0,84,10,12,5,7,1,0,64,8,15,1,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,São Paulo,Mococa,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,87,251,88,8,80,0,59,14,8,3,3,1,0,69,5,11,2,0,1,202,28,174,0,130,39,21,9,3,0,0,159,15,23,3,0,2,45,7,38,0,21,18,4,2,0,0,0,34,4,5,0,0,2
2019,São Paulo,Campinas,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,90,478,91,22,69,1,55,22,7,3,3,0,0,55,3,13,3,1,16,165,35,130,1,108,33,10,6,6,1,0,108,9,28,5,1,14,6,0,6,0,4,1,0,1,0,0,0,4,0,2,0,0,0
2019,São Paulo,São Paulo,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,102,154,91,15,76,0,74,13,2,1,1,0,0,79,1,6,5,0,0,241,47,194,0,172,54,11,3,0,1,0,192,9,29,10,1,0,64,17,47,0,39,20,3,2,0,0,0,43,6,9,6,0,0
2019,São Paulo,São Carlos,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,100,830,93,14,79,0,63,15,8,4,3,0,0,62,8,20,3,0,0,290,39,251,0,182,68,20,14,6,0,0,178,23,46,4,4,35,53,6,47,0,26,21,4,1,1,0,0,41,1,9,1,1,0
2019,São Paulo,São Paulo,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,202,292,93,20,73,0,53,18,6,8,7,0,1,57,10,19,4,0,3,79,11,68,0,34,22,8,8,6,1,0,36,12,28,1,0,2,14,1,13,0,6,3,2,1,1,1,0,5,3,5,0,0,1
2019,São Paulo,Itu,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,94,94,94,12,82,0,67,15,7,2,2,1,0,22,0,8,1,0,63,200,28,172,0,134,42,15,5,2,2,0,85,5,27,2,0,81,16,0,16,0,11,5,0,0,0,0,0,11,0,1,1,0,3
2019,São Paulo,São Paulo,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,160,401,94,14,80,0,69,9,10,4,0,2,0,19,5,13,0,1,56,147,19,128,0,105,21,10,5,5,1,0,43,3,24,1,1,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,São Paulo,São José do Rio Preto,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,240,294,96,6,90,0,76,11,5,3,1,0,0,19,1,4,0,0,72,111,5,106,0,86,15,6,2,2,0,0,23,0,4,0,0,84,11,1,10,0,6,3,1,0,1,0,0,3,0,1,0,0,7
2019,São Paulo,Indaiatuba,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,85,618,97,13,84,0,56,21,14,3,3,0,0,61,5,15,2,0,14,264,38,226,0,150,61,34,7,6,5,1,177,13,49,4,0,21,40,8,32,0,23,8,6,1,0,2,0,27,4,5,0,0,4
2019,São Paulo,Jundiaí,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,98,397,97,13,84,0,74,9,6,4,1,1,2,27,1,4,1,0,64,234,35,199,0,182,31,14,4,1,1,1,129,10,31,6,0,58,44,5,39,0,34,8,2,0,0,0,0,35,0,6,2,0,1
2019,São Paulo,Taubaté,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,97,475,97,11,86,0,48,25,8,9,5,2,0,68,2,21,2,0,4,229,28,201,0,123,51,27,17,7,4,0,148,7,52,5,0,17,43,4,39,0,24,6,6,5,1,1,0,29,2,9,0,0,3
2019,São Paulo,Araraquara,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,238,294,98,15,83,0,66,19,9,1,3,0,0,21,0,6,0,1,70,95,13,82,0,59,19,14,2,1,0,0,15,2,4,0,1,73,11,2,9,0,5,4,1,1,0,0,0,2,0,2,0,0,7
2019,São Paulo,Cruzeiro,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,80,176,98,17,81,0,67,14,7,4,5,1,0,72,4,21,0,0,1,212,30,182,0,135,37,15,13,10,2,0,139,12,54,1,0,6,27,8,19,0,13,7,4,2,0,1,0,19,2,5,0,0,1
2019,São Paulo,Campinas,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,110,1811,100,21,79,1,72,13,7,4,2,0,1,71,4,19,1,2,3,253,54,199,0,168,32,27,11,9,4,2,168,16,56,4,4,5,39,10,29,0,29,3,5,2,0,0,0,23,2,11,0,2,1
2019,São Paulo,Campinas,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,166,400,101,16,85,0,63,21,12,5,0,0,0,71,7,21,0,1,1,83,9,74,0,44,26,9,4,0,0,0,45,11,26,0,0,1,7,2,5,0,1,4,2,0,0,0,0,7,0,0,0,0,0
2019,São Paulo,Guarulhos,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,102,607,102,17,85,0,75,18,2,5,2,0,0,56,12,25,3,0,6,79,7,72,0,55,13,4,6,1,0,0,39,11,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,São Paulo,São Paulo,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,106,200,105,17,88,0,78,15,5,5,1,0,1,44,10,46,1,0,4,163,21,142,0,118,23,10,9,2,0,1,70,20,70,0,0,3,20,2,18,0,14,2,1,3,0,0,0,9,3,8,0,0,0
2019,São Paulo,Bragança Paulista,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,152,683,106,15,91,0,70,17,11,5,2,1,0,66,8,21,3,1,7,239,39,200,0,157,39,25,13,2,3,0,152,14,38,6,7,22,14,4,10,0,8,4,1,1,0,0,0,9,1,0,0,0,4
2019,São Paulo,São Paulo,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,134,280,113,12,101,1,95,13,4,0,0,0,0,74,6,30,0,2,1,261,36,225,1,187,58,13,1,1,0,0,171,15,64,5,3,3,41,6,35,0,26,10,4,0,1,0,0,31,1,6,1,1,1
2019,São Paulo,Taquaritinga,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,161,528,114,17,97,0,73,23,13,5,0,0,0,39,1,15,1,0,58,486,86,400,0,335,92,33,21,4,1,0,233,39,60,4,1,149,66,12,54,0,31,24,7,3,1,0,0,52,6,2,1,0,5
2019,São Paulo,Jundiaí,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,115,501,115,19,96,0,92,13,5,5,0,0,0,70,5,40,0,0,0,54,8,46,0,31,13,6,3,1,0,0,33,5,12,1,0,3,14,3,11,0,5,4,3,2,0,0,0,6,0,4,1,0,3
2019,São Paulo,São Paulo,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,121,634,116,23,93,0,90,15,10,1,0,0,0,73,7,24,0,0,12,146,20,126,0,116,20,9,1,0,0,0,99,7,29,1,0,10,21,3,18,0,14,6,1,0,0,0,0,16,1,4,0,0,0
2019,São Paulo,São Paulo,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,260,788,121,21,100,0,77,28,9,3,3,1,0,39,7,14,1,0,60,214,36,178,0,135,53,18,5,2,1,0,54,11,16,3,0,130,60,11,49,0,37,14,7,2,0,0,0,11,4,4,0,0,41
2019,São Paulo,São Paulo,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,269,333,124,26,98,0,87,28,5,3,1,0,0,47,18,53,0,2,4,149,26,123,0,99,37,10,2,1,0,0,67,19,58,0,2,3,18,3,15,0,10,7,0,1,0,0,0,11,1,6,0,0,0
2019,São Paulo,São Paulo,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,124,521,124,24,100,0,81,19,9,4,9,1,1,69,10,36,0,1,8,124,19,105,0,71,22,15,7,9,0,0,65,21,32,1,2,3,17,2,15,0,8,5,1,1,2,0,0,11,2,2,1,1,0
2019,São Paulo,Jundiaí,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,240,438,125,9,116,0,102,12,8,2,1,0,0,19,2,6,3,0,95,136,15,121,0,99,24,9,3,1,0,0,19,2,9,2,0,104,26,6,20,0,17,7,2,0,0,0,0,6,0,3,0,0,17
2019,São Paulo,Mogi das Cruzes,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,257,382,127,19,108,0,94,21,8,4,0,0,0,91,9,15,10,1,1,223,32,191,0,155,46,14,6,0,2,0,152,16,37,15,1,2,61,9,52,0,36,17,5,2,0,1,0,39,2,15,5,0,0
2019,São Paulo,São Paulo,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,326,462,128,12,116,0,91,23,10,1,3,0,0,65,17,44,1,0,1,213,18,195,0,137,52,16,5,3,0,0,118,27,63,2,0,3,48,6,42,0,23,19,4,1,1,0,0,28,6,13,1,0,0
2019,São Paulo,São Paulo,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,126,375,128,30,98,0,88,21,13,3,3,0,0,18,1,11,1,0,97,138,30,108,0,97,26,8,3,2,1,1,18,1,10,2,0,107,22,7,15,0,15,5,1,0,0,1,0,2,0,1,1,0,18
2019,São Paulo,São Paulo,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,242,544,133,16,117,0,90,28,10,3,2,0,0,24,7,13,1,0,88,203,28,175,0,134,42,20,4,2,1,0,25,7,16,1,0,154,54,6,48,0,33,11,7,2,0,1,0,4,2,4,0,0,44
2019,São Paulo,São Paulo,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,133,562,133,25,108,0,69,26,15,12,10,1,0,72,16,37,4,1,3,71,9,62,0,37,14,6,7,5,1,1,42,11,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,São Paulo,Garça,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,140,275,134,28,106,0,81,27,18,4,4,0,0,73,11,45,1,0,4,323,56,267,0,203,63,29,13,12,3,0,171,33,98,14,1,6,69,10,59,0,38,11,10,5,4,1,0,36,7,20,5,1,0
2019,São Paulo,São Bernardo do Campo,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,180,361,136,11,125,0,113,15,2,2,3,1,0,65,7,18,1,3,42,193,14,179,0,144,32,10,3,3,1,0,116,12,23,1,3,38,19,1,18,0,11,5,2,1,0,0,0,15,0,3,0,0,1
2019,São Paulo,São Paulo,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,133,387,138,19,119,0,101,19,10,5,2,1,0,37,7,12,1,0,81,204,23,181,0,150,28,18,4,3,1,0,31,6,10,1,1,155,21,4,17,0,11,5,4,0,1,0,0,1,0,0,0,0,20
2019,São Paulo,São José dos Campos,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,122,352,139,12,127,1,106,15,14,1,1,0,1,30,2,7,0,0,100,145,13,132,1,104,20,14,5,1,0,0,28,0,5,0,1,111,25,1,24,0,13,6,3,3,0,0,0,4,0,1,0,1,19
2019,São Paulo,Guarulhos,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,217,212,141,15,126,0,103,23,11,4,0,0,0,30,1,9,3,1,97,222,21,201,0,154,42,21,4,1,0,0,41,3,17,2,2,157,33,3,30,0,22,7,4,0,0,0,0,4,1,7,0,0,21
2019,São Paulo,São Paulo,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,124,334,141,21,120,0,104,27,6,1,1,2,0,26,1,10,1,1,102,155,26,129,0,117,30,4,1,1,2,0,30,2,5,1,0,117,19,3,16,0,12,4,1,1,0,1,0,4,1,1,0,0,13
2019,São Paulo,São Paulo,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,143,600,143,22,121,0,91,26,14,5,6,1,0,54,11,76,1,0,1,101,14,87,0,62,20,5,7,6,1,0,49,12,38,1,0,1,14,3,11,0,8,4,0,1,1,0,0,6,0,7,1,0,0
2019,São Paulo,São Paulo,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,220,306,144,28,116,0,97,18,18,10,1,0,0,59,12,68,1,1,3,250,45,205,0,147,46,30,18,8,0,1,102,27,118,1,0,2,32,6,26,0,21,5,5,0,1,0,0,11,7,14,0,0,0
2019,São Paulo,São Paulo,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,166,6039,144,39,105,0,105,21,11,5,1,1,0,86,6,41,9,0,2,392,97,295,0,234,86,39,16,10,4,3,208,19,94,15,7,49,49,16,33,0,26,14,8,1,0,0,0,28,3,6,0,3,9
2019,São Paulo,São Paulo,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,133,260,150,18,132,0,105,26,15,2,2,0,0,23,3,14,0,0,110,179,27,152,0,126,35,13,4,1,0,0,23,4,9,0,2,141,23,4,19,0,9,11,3,0,0,0,0,2,1,1,0,0,19
2019,São Paulo,São Paulo,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,325,729,154,29,125,0,107,28,8,8,2,1,0,82,12,56,1,1,2,221,39,182,0,147,44,12,13,3,2,0,123,25,68,4,0,1,30,4,26,0,17,6,2,4,1,0,0,17,4,6,3,0,0
2019,São Paulo,São Paulo,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,300,337,155,21,134,0,109,35,8,1,2,0,0,123,6,23,3,0,0,242,34,208,0,169,40,24,6,3,0,0,187,8,42,5,0,0,97,14,83,0,59,20,13,4,1,0,0,71,4,20,2,0,0
2019,São Paulo,Presidente Prudente,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,160,560,160,30,130,0,96,25,17,14,5,1,2,107,10,33,3,0,7,333,46,287,0,180,62,46,23,14,3,5,215,24,70,13,0,11,42,3,39,0,11,16,10,3,2,0,0,27,1,12,2,0,0
2019,São Paulo,Taboão da Serra,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,245,184,164,24,140,1,103,33,12,9,5,1,0,83,20,45,0,0,16,173,23,150,1,113,35,11,10,3,0,0,93,20,47,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,São Paulo,Ourinhos,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,184,557,165,37,128,1,118,16,17,9,3,1,0,111,13,28,3,0,10,420,84,336,1,304,61,26,20,7,1,0,299,22,74,7,0,18,72,12,60,0,48,16,4,3,1,0,0,59,1,10,1,0,1
2019,São Paulo,Botucatu,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,176,416,173,34,139,0,112,28,16,9,5,2,1,43,0,14,0,0,116,344,46,298,0,212,64,37,15,11,3,2,155,13,37,0,0,139,43,4,39,0,22,9,5,3,3,0,1,24,1,8,0,0,10
2019,São Paulo,São Paulo,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,351,542,174,36,138,0,110,39,20,2,2,1,0,97,11,54,7,1,4,123,24,99,0,76,29,15,2,1,0,0,64,12,37,7,0,3,5,1,4,0,5,0,0,0,0,0,0,3,1,1,0,0,0
2019,São Paulo,São Paulo,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,190,1696,175,28,147,0,95,39,15,16,8,2,0,66,30,78,0,0,1,607,94,513,0,310,142,79,47,25,4,0,222,72,194,11,1,107,81,14,67,0,29,24,12,9,6,1,0,28,8,34,2,1,8
2019,São Paulo,Sorocaba,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,203,1632,175,25,150,2,101,39,18,9,5,1,0,62,2,11,3,1,96,485,58,427,1,280,122,49,22,11,0,0,255,12,63,12,0,143,74,9,65,0,43,19,7,2,3,0,0,53,6,10,2,0,3
2019,São Paulo,Campinas,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,249,744,176,34,142,0,127,24,14,5,5,1,0,28,4,10,1,0,133,217,38,179,0,146,44,17,7,3,0,0,25,1,11,1,0,179,43,4,39,0,24,12,4,2,1,0,0,7,0,3,0,0,33
2019,São Paulo,Santo André,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,249,422,176,62,114,0,102,33,15,13,11,2,0,121,10,32,6,4,3,69,8,61,0,36,12,12,3,6,0,0,46,4,13,4,2,0,5,1,4,0,2,1,1,1,0,0,0,5,0,0,0,0,0
2019,São Paulo,São Caetano do Sul,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,160,718,177,32,145,0,129,26,7,8,5,2,0,126,11,29,4,0,7,458,92,366,0,327,86,25,13,4,3,0,301,25,83,16,0,33,79,12,67,0,58,16,4,1,0,0,0,49,2,12,1,0,15
2019,São Paulo,São José dos Campos,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,180,586,180,33,147,0,118,29,14,13,3,2,1,120,10,38,4,0,8,447,92,355,0,303,79,36,17,4,7,1,308,28,83,18,1,9,59,9,50,0,38,13,5,2,0,1,0,45,3,8,3,0,0
2019,São Paulo,Santos,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,133,498,183,24,159,3,118,35,16,6,4,0,1,28,5,14,3,0,133,202,23,179,1,132,39,14,11,4,0,1,30,7,16,0,0,149,39,4,35,0,24,9,4,2,0,0,0,5,0,4,0,0,30
2019,São Paulo,São Paulo,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,520,630,183,27,156,0,129,24,16,12,2,0,0,126,13,42,1,0,1,293,39,254,0,197,53,26,12,5,0,0,206,15,68,2,0,2,58,6,52,0,34,15,7,1,1,0,0,45,3,9,1,0,0
2019,São Paulo,Praia Grande,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,202,202,185,27,158,0,107,33,21,10,13,0,1,98,16,59,4,0,8,460,77,383,0,280,95,41,24,18,2,0,243,36,135,5,0,41,68,6,62,0,40,20,2,3,2,1,0,38,3,22,0,0,5
2019,São Paulo,Ribeirão Preto,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,185,997,185,38,147,0,84,41,26,19,7,7,1,125,14,30,6,1,9,376,62,314,0,162,87,68,29,21,8,1,248,20,66,11,0,31,22,0,22,0,6,3,5,3,5,0,0,17,2,0,2,0,1
2019,São Paulo,Itapetininga,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,178,367,186,33,153,1,108,30,23,11,11,2,0,91,1,17,5,0,72,410,72,338,1,268,67,39,15,17,2,1,282,11,46,6,1,64,67,15,52,0,44,10,7,3,3,0,0,52,1,10,1,0,3
2019,São Paulo,Mogi Mirim,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,186,523,186,41,145,0,112,37,20,8,7,2,0,146,12,26,2,0,0,387,63,324,0,225,76,45,23,17,1,0,293,22,47,1,0,24,51,5,46,0,26,10,8,3,4,0,0,29,2,5,0,0,15
2019,São Paulo,São Paulo,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,146,906,186,29,157,0,115,43,15,7,5,1,0,43,4,18,0,0,121,233,32,201,0,139,51,29,5,7,2,0,48,3,20,1,0,161,55,8,47,0,32,11,7,2,2,1,0,7,0,3,1,0,44
2019,São Paulo,Sorocaba,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,245,694,187,23,164,0,156,15,10,2,4,0,0,30,4,6,1,0,146,209,24,185,0,160,32,10,4,2,1,0,37,2,5,1,0,164,45,7,38,0,23,15,4,2,1,0,0,13,0,0,0,0,32
2019,São Paulo,Americana,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,188,448,188,32,156,2,109,44,13,11,6,2,1,129,12,40,7,0,0,433,65,368,2,279,74,42,19,14,2,1,309,20,95,8,1,0,49,7,42,0,34,9,3,0,3,0,0,42,1,6,0,0,0
2019,São Paulo,Carapicuíba,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,356,392,194,24,170,0,113,45,17,11,6,2,0,90,17,71,3,1,12,575,84,491,0,321,142,69,23,14,6,0,305,55,197,9,1,8,53,10,43,0,34,10,8,1,0,0,0,31,6,14,2,0,0
2019,São Paulo,São Paulo,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,182,1723,196,30,166,0,129,41,12,7,7,0,0,69,12,40,4,0,71,570,77,493,0,356,130,47,21,12,4,0,309,48,142,7,1,63,65,6,59,0,42,15,4,1,2,1,0,39,10,16,0,0,0
2019,São Paulo,São Paulo,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,260,1243,199,48,151,0,187,9,3,0,0,0,0,92,19,65,8,0,15,379,93,286,0,326,43,8,2,0,0,0,185,36,130,10,0,18,94,21,73,0,69,20,4,1,0,0,0,51,3,40,0,0,0
2019,São Paulo,Santos,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,207,1365,201,33,168,1,102,52,25,12,5,3,1,123,5,72,1,0,0,467,77,390,1,252,110,53,27,18,5,1,314,13,134,6,0,0,52,10,42,0,27,16,6,1,2,0,0,38,0,12,2,0,0
2019,São Paulo,Franca,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,215,213,213,27,186,0,106,52,27,13,8,7,0,143,16,44,0,1,9,443,58,385,0,241,92,58,27,17,7,1,308,26,94,1,1,13,65,7,58,0,27,18,14,3,1,1,1,49,2,13,0,0,1
